"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"somclid_prkm"
"ENSMUSG00000089676_B230217C12Rik"	5.965	4.31	4.43	5.2	18.54	22.615	27.39	35.235	10
"ENSMUSG00000039697_Ncoa7"	2.43	2.58	5.07	4.08	17.47	28.235	31.705	34.78	10
"ENSMUSG00000040009_Gnaz"	2.665	2.9	2.01	5.255	26.22	35.045	32.225	26.87	9
"ENSMUSG00000035293_G2e3"	33.08	25.04	13.28	9.02	4.76	1.535	1.33	1.35	2
"ENSMUSG00000029348_Asphd2"	4.445	1.97	7.46	18.115	28.875	28.145	32.76	34.695	9
"ENSMUSG00000031028_Tub"	3.675	3.9	5.76	22.31	35.535	27.33	23.545	27.31	8
"ENSMUSG00000032946_Rasgrp2"	12.815	7.27	0.61	0.93	26.79	35.605	28.195	25.545	9
"ENSMUSG00000025810_Nrp1"	0.195	1.16	20.31	35.34	17.715	16.485	11.525	10.46	6
"ENSMUSG00000075334_Rprm"	1.535	1.81	16.51	16.74	35.785	19.87	15	12.915	7
"ENSMUSG00000085795_Zfp703"	0.285	1.33	35.81	28.64	11.62	7.715	6.56	7.315	5
"ENSMUSG00000021678_F2rl1"	35.8	24.06	0.5	0.955	1.155	0.265	0.295	0.36	1
"ENSMUSG00000042684_Npl"	23.435	35.87	21.31	4.03	3.105	1.12	1.005	0.82	3
"ENSMUSG00000044667_D3Bwg0562e"	0.095	0.08	0.21	0.11	8.075	35.21	28.645	16.955	9
"ENSMUSG00000078502_Gm13212"	32.375	22.23	2.04	0.715	0.885	0.3	0.15	0.145	1
"ENSMUSG00000030350_Prmt8"	0.58	0.32	14.86	17.495	17.28	30.775	35.88	30.63	9
"ENSMUSG00000029757_Dync1i1"	0.305	0.28	0.35	0.76	4.645	26.725	29.76	35.76	10
"ENSMUSG00000039728_Slc6a5"	0.06	0.05	2.03	15.07	8.925	25.415	26.85	34.935	10
"ENSMUSG00000026247_Ecel1"	0.34	0.32	3.64	4.75	19.105	35.13	28.905	26.315	9
"ENSMUSG00000090620_AC131675.1"	7.19	8.5	35.99	14.365	8.48	2.83	2.1	1.28	4
"ENSMUSG00000021130_Galntl1"	0.665	1.28	4.79	7.445	26.235	34.81	34.895	34.01	9
"ENSMUSG00000042271_Nxt2"	26.035	36.09	8.6	3.97	5.77	6.635	8.56	11.015	1
"ENSMUSG00000021952_Xpo4"	35.16	35.75	11.59	5.745	4.71	4.395	4.07	2.74	1
"ENSMUSG00000021871_Pnp"	33.47	23.95	9.51	3.955	2.895	1.03	0.905	1.025	1
"ENSMUSG00000034595_2310014H01Rik"	11.005	5.96	22.65	35.895	12.85	2.315	1.57	2.17	5
"ENSMUSG00000020811_Wscd1"	1.85	1.24	14.39	12.875	36.055	26.36	24.56	23.77	8
"ENSMUSG00000038816_Ctnnal1"	31.045	10.94	11.29	5.81	5.715	2.265	1.735	2.525	1
"ENSMUSG00000089901_Gm8113"	2.98	5	36.27	35.1	3.695	1.265	0.78	1.115	5
"ENSMUSG00000032890_Rims3"	4.74	7.15	4.18	8.765	36.185	32.07	26.245	32.25	8
"ENSMUSG00000028399_Ptprd"	0.16	0.25	11.14	21.705	26.44	35.295	35.62	31.895	8
"ENSMUSG00000022340_Sybu"	0.185	0.06	0.31	0.495	19.235	36.315	34.245	28.51	9
"ENSMUSG00000042766_Trim46"	3.26	1.96	3.79	9.44	36.26	30.89	27.955	28.25	8
"ENSMUSG00000005045_Chd5"	3.185	2.81	0.35	1.425	22.415	30.875	28.1	36.185	10
"ENSMUSG00000026622_Nek2"	35.4	32.15	26.15	6.915	2.995	0.305	0.195	0.13	3
"ENSMUSG00000068615_Gjd2"	0.025	0.02	0.47	0.65	18.07	36.3	34.75	25.81	9
"ENSMUSG00000046997_Spsb4"	0.87	0.6	34.57	34.605	7.04	8.315	8.14	6.015	5
"ENSMUSG00000027313_Chac1"	13.53	8.61	1.4	7.72	17.165	27.35	35.855	26.135	10
"ENSMUSG00000004626_Stxbp2"	24.02	36.43	27.13	12.39	6.075	1.775	1.255	2.245	3
"ENSMUSG00000037605_Lphn3"	0.43	0.29	4.7	16.175	29.45	36.36	34.695	27.715	8
"ENSMUSG00000051378_Kif18b"	31.695	36.52	20.14	6.96	4.29	0.31	0.09	0.055	2
"ENSMUSG00000006519_Cyba"	29.855	21.21	27.25	17.925	2.03	0.6	0.17	0.73	3
"ENSMUSG00000027985_Lef1"	29.315	33.66	7.98	2.385	1.015	0.04	0.1	0.04	1
"ENSMUSG00000022098_Bmp1"	1.035	1.69	27.49	35.27	12.615	4.46	3.19	4.15	5
"ENSMUSG00000024900_Cpt1a"	16.155	36.65	8.86	8.215	1.29	1.315	1.02	1.585	2
"ENSMUSG00000026787_Gad2"	0.055	0.47	1.89	17.79	9.44	35.745	33.925	34.965	10
"ENSMUSG00000052155_Acvr2a"	2.58	4.04	16.17	24.5	36.045	27.385	21.095	12.38	7
"ENSMUSG00000062995_Ica1"	6.975	8.06	4.2	4.03	28.2	34.645	35.99	32.595	9
"ENSMUSG00000025469_Msx3"	0.11	0.08	36.72	8.765	1.26	0.345	0.255	0.135	5
"ENSMUSG00000024732_Ccdc86"	30.93	36.73	18.95	12.015	7.165	4.635	3.95	3.39	2
"ENSMUSG00000028949_Smarcd3"	3.88	2.4	11.29	9.325	35.92	36.22	29.995	32.245	8
"ENSMUSG00000027168_Pax6"	0.605	1.4	36.77	8.98	3.84	1	1.11	1.29	5
"ENSMUSG00000058153_Sez6l"	0.33	0.17	0.16	1.48	35.91	36.015	27.21	24.69	8
"ENSMUSG00000040265_Dnm3"	0.06	0.09	1.32	6.53	30.695	35.925	35.08	34.05	9
"ENSMUSG00000026683_Nuf2"	23.915	24.11	36.93	11.72	4.635	0.39	0.22	0.165	3
"ENSMUSG00000015522_Arnt"	33.93	32.04	22.14	17.555	6.445	3.465	3.53	4.375	3
"ENSMUSG00000029545_Acads"	34.34	27.23	32.34	20.305	6.69	2.565	2.13	3.085	3
"ENSMUSG00000028039_Efna3"	6.585	5.88	2.92	20.745	27.685	37.075	34.38	32.85	9
"ENSMUSG00000020598_Nrcam"	0.61	1.38	18.04	30.56	36.875	34.245	30.765	26.6	7
"ENSMUSG00000024960_Plcb3"	26.02	37.1	28.92	15.895	5.46	1.17	1.03	1.365	3
"ENSMUSG00000059991_Nptx2"	35.055	10.84	1.02	2.015	22.15	28.905	15.84	7.985	1
"ENSMUSG00000026696_Vamp4"	3.365	4.69	9.96	8.485	14.08	22.91	29.22	36.78	10
"ENSMUSG00000078794_Dact3"	6.375	3.42	4.86	14.22	29.975	35.995	34.935	32.74	9
"ENSMUSG00000005148_Klf5"	32.09	37.2	16.32	11.11	3.13	2.21	1.715	1.325	2
"ENSMUSG00000026605_Cenpf"	15.805	37.2	23.56	6.405	2.14	0.115	0.08	0.04	3
"ENSMUSG00000039994_Timeless"	34.465	37.22	25.49	11.47	4.78	1.17	0.865	0.64	3
"ENSMUSG00000036510_Cdh8"	0.09	0.06	5.44	6.245	19.495	36.55	31.265	25.05	9
"ENSMUSG00000027534_Snx16"	7.16	6.18	4.24	5.54	28.76	36.845	36.59	35.205	9
"ENSMUSG00000016526_Dyrk3"	33.64	37.28	9.66	5.36	6.315	2.73	2.23	2.18	1
"ENSMUSG00000020092_X99384"	35.36	29.12	7.5	7.085	8.99	4.305	3.6	3.22	1
"ENSMUSG00000020911_Krt19"	8.275	2.01	37.3	6.115	3.675	2.435	1.085	0.63	4
"ENSMUSG00000022305_Lrp12"	3.44	3.78	19.64	28.16	37.085	24.955	25.885	25.475	7
"ENSMUSG00000036155_Mgat5"	2.12	2.86	9.92	20.555	22.135	34.055	37.145	28.945	9
"ENSMUSG00000023905_Tnfrsf12a"	19.795	9.91	5.87	5.075	6.55	13.02	25.9	36.285	10
"ENSMUSG00000040797_Iqsec3"	0.11	0.08	1.08	3.77	21.535	24.645	25.465	36.83	10
"ENSMUSG00000049044_Rapgef4"	0.34	0.2	0.29	1.495	7.12	28.355	30.265	36.9	10
"ENSMUSG00000074830_Zfp640"	27.09	37.46	3.03	2.16	1.77	1.095	0.61	0.75	1
"ENSMUSG00000027963_Extl2"	2.78	4.15	12.5	10.865	16.55	30.575	37.075	36.385	10
"ENSMUSG00000035493_Tgfbi"	5.455	4.72	37.5	34.86	0.27	0.11	0.065	0.045	5
"ENSMUSG00000001211_Agpat3"	2.365	4.33	11.38	13.35	24.595	33.575	34.725	37.045	9
"ENSMUSG00000020232_Hmg20b"	19.115	21.17	37.53	32.69	8.48	3.35	3.795	6.74	4
"ENSMUSG00000031012_Cask"	3.415	4.03	10.82	18.795	30.005	37.27	30.865	20.965	8
"ENSMUSG00000023224_Serping1"	2.545	1.43	37.62	13.41	1.545	1.22	0.42	1.7	5
"ENSMUSG00000015944_Gatsl2"	2.215	5.52	6.42	17.235	21.025	22.83	23.495	37.08	10
"ENSMUSG00000021932_Rnaseh2b"	35.94	36.12	29.35	15.935	7.795	3.7	3.74	4.62	3
"ENSMUSG00000025757_Hspa4l"	2.17	3.17	6.83	5.55	10.685	20.665	29.475	37.03	10
"ENSMUSG00000030465_Psd3"	0.45	1.12	3.66	4.875	14.535	37.09	35.395	31.31	10
"ENSMUSG00000045348_6430598A04Rik"	3.4	2.2	4.04	15.845	37.355	33.87	33.68	34.84	8
"ENSMUSG00000054027_Nt5dc3"	2.43	2.98	4.42	6.05	37.615	28.325	25.045	23.64	8
"ENSMUSG00000035798_Zdhhc17"	3.595	6.28	10.6	16.64	25.58	26.79	30.145	37.555	9
"ENSMUSG00000033707_Lrrc24"	0.29	0.29	0.98	2.61	11.645	26.14	36.995	37.1	10
"ENSMUSG00000046709_Mapk10"	0.245	0.19	3.06	14.805	26.945	29.705	32.31	37.795	9
"ENSMUSG00000027692_Tnik"	0.555	1.19	3.05	10.985	27.25	37.145	31.64	25.575	9
"ENSMUSG00000002504_Slc9a3r2"	5.875	5.69	3.89	4.505	15.26	23.605	31.115	37.445	10
"ENSMUSG00000022500_Litaf"	30.38	17.99	37.9	15.245	3.08	1	0.515	0.96	4
"ENSMUSG00000031202_Rab39b"	1.125	0.83	4.38	9.18	19.76	29.815	35.23	37.38	10
"ENSMUSG00000041774_Ydjc"	32.32	22.89	4.18	4.76	30.655	19.12	14.63	12.91	1
"ENSMUSG00000054034_Tceal5"	0.87	0.51	3.77	6.495	24.125	26.18	26.77	37.735	10
"ENSMUSG00000020027_Socs2"	33.615	38.3	21.94	21.71	15.525	7.285	4.23	2.07	3
"ENSMUSG00000038025_Phf2"	2.39	4.22	25.38	36.9	21.165	13.155	12.175	12.765	6
"ENSMUSG00000019487_Trip10"	36.635	28.29	17.17	10.15	4.505	1.35	1.385	1.935	2
"ENSMUSG00000037995_Igsf9"	10.32	9.33	22.83	38.09	12.47	1.92	1.055	0.94	5
"ENSMUSG00000056300_Gm13247"	37.04	37.37	1.07	0.665	1.25	0.24	0.3	0.35	1
"ENSMUSG00000037685_Atp8a1"	2.145	2.74	5.82	3.85	27.515	37.72	34.54	25.54	9
"ENSMUSG00000042659_Arrdc4"	22.635	38.4	35.38	10.76	7.565	4.725	2.71	2.24	3
"ENSMUSG00000054753_AU018091"	35.51	15.35	0.51	0.465	0.975	0.01	0.035	0.02	1
"ENSMUSG00000067276_Capn6"	0.62	3.23	30.09	36.745	5.035	3.595	1.535	1.635	5
"ENSMUSG00000027309_4930402H24Rik"	3.215	6.39	13.61	30.93	38.215	23.01	15.05	12.97	7
"ENSMUSG00000064115_Cadm2"	0.035	0.01	1.5	3.285	20.195	38.055	37.88	28.745	9
"ENSMUSG00000024132_Dci"	34.94	38.49	22.54	13.61	6.13	3.96	3.585	5.51	2
"ENSMUSG00000030022_Adamts9"	2.79	5.84	18.77	36.605	3.955	1.7	0.81	0.755	5
"ENSMUSG00000028702_Rad54l"	35.96	26.44	17.58	4.38	2.385	0.16	0.155	0.155	2
"ENSMUSG00000030729_Pgm2l1"	3.55	3.24	9.55	13.8	35.875	37.845	28.705	22.15	8
"ENSMUSG00000036377_C530008M17Rik"	0.64	2.08	21.97	34.945	38.24	26.4	23.79	19.93	7
"ENSMUSG00000020363_Gfpt2"	36.79	16.23	3.21	2.525	3.5	1.59	1.165	1.125	1
"ENSMUSG00000011884_Gltp"	37.23	26.67	14.57	13.4	9.53	4.34	3.64	3.5	2
"ENSMUSG00000022211_Lrrc16b"	0.585	1.7	7.15	9.27	38.46	25.225	21.01	30.205	8
"ENSMUSG00000006678_Pola1"	28.865	38.69	17.92	5.685	3.35	1.43	1.265	0.995	2
"ENSMUSG00000027577_Chrna4"	0.3	0.99	15.46	38.525	18.205	22.56	17.935	15.35	6
"ENSMUSG00000074736_Tmem90b"	1.145	1.79	4	6.445	17.845	28.81	36.835	37.99	10
"ENSMUSG00000039809_Gabbr2"	0.025	0.03	0.46	0.96	24.265	38.03	32.66	26.825	9
"ENSMUSG00000001247_Lsr"	30.26	24.85	38.75	14.845	4.37	1.21	0.535	0.475	3
"ENSMUSG00000021557_Agtpbp1"	5.135	6.23	7.72	9.12	35.525	38.34	37.32	35.685	9
"ENSMUSG00000071033_Gm10308"	0.245	0.17	0.48	4.28	25.48	38.715	37.955	26.14	9
"ENSMUSG00000028581_Laptm5"	33.78	16.35	0.65	0.785	0.26	0.1	0.12	0.065	1
"ENSMUSG00000040712_Camta2"	3.645	3.95	5.85	7.42	20.83	35.615	36.65	38.33	10
"ENSMUSG00000046442_Ppm1e"	0.415	0.56	5.59	14.535	34.695	38.15	31.565	34.275	8
"ENSMUSG00000047907_Tshz2"	0.105	0.11	9.48	17.45	38.4	28.75	17.695	13.015	7
"ENSMUSG00000063445_Nmral1"	34.82	25.96	38.7	18.65	14.11	4.98	3.9	3.92	3
"ENSMUSG00000036098_Gm98"	29.555	38.97	2.18	2.505	1.605	0.405	0.335	0.375	1
"ENSMUSG00000026527_Rgs7"	0.14	0.3	2.07	5.085	22.3	32.065	37	37.91	10
"ENSMUSG00000031021_Tmem9b"	4.83	7.52	21.03	25.925	35.625	32.965	31.485	38.105	8
"ENSMUSG00000037474_Dtl"	33.61	39.06	32.11	12.495	3.3	0.335	0.15	0.09	3
"ENSMUSG00000022122_Ednrb"	0.01	0.31	39.09	6.02	15.905	6.135	5.475	5.55	5
"ENSMUSG00000059895_Ptp4a3"	36.63	19.01	6.09	1.975	8.89	10.675	10.41	9.74	1
"ENSMUSG00000073705_Apitd1"	38.29	19.09	13.81	5.94	6.345	2.5	2.015	2.065	1
"ENSMUSG00000002055_Spag5"	28.71	39.15	38.77	11.485	4.08	0.515	0.325	0.5	3
"ENSMUSG00000049090_Zadh2"	0.75	1.99	39.18	25.14	12.17	12.75	13.945	13.895	5
"ENSMUSG00000033669_Zfp7"	33.695	38.26	11.48	9.405	7.82	4.92	4.735	4.215	1
"ENSMUSG00000061838_Suclg2"	38.845	36.54	23.42	7.8	6.665	2.105	1.795	1.79	2
"ENSMUSG00000038721_Hoxb7"	0.09	0.14	25.24	29.95	38.905	17.76	12.065	13.365	6
"ENSMUSG00000045515_Pou3f3"	0.18	0.17	31.9	37.52	17.165	9.98	8.665	9.705	6
"ENSMUSG00000056091_St3gal5"	5.725	4.31	11.63	17.97	22.11	29.26	35.175	39.21	10
"ENSMUSG00000028587_Orc1"	39.135	26.13	9.58	3.33	1.5	0.185	0.12	0.095	1
"ENSMUSG00000030672_Mylpf"	37.475	6.94	3.91	3.845	2.705	0.24	0.285	0.345	1
"ENSMUSG00000031906_Smpd3"	0.42	0.5	5.2	18.095	39.315	23.795	13.99	9.365	7
"ENSMUSG00000065999_Gm13154"	30.345	39.33	1.45	1.03	1.065	0.075	0.085	0.055	1
"ENSMUSG00000017754_Pltp"	38.61	22.63	4.85	2.5	7.52	6.515	3.87	4.33	1
"ENSMUSG00000072980_Oip5"	34.045	39.41	18.53	5.83	3.92	1.115	0.59	0.19	2
"ENSMUSG00000001918_Slc1a5"	32.355	39.44	7.91	4.005	8.125	3.585	1.865	1.025	1
"ENSMUSG00000070000_Fcho1"	7.09	10.79	5.91	7.8	25.285	26.955	27.185	39.225	10
"ENSMUSG00000037771_Slc32a1"	0.26	0.13	3.63	22.925	16.785	36.025	33.57	38.915	10
"ENSMUSG00000024056_Ndc80"	36.28	39.63	31.23	10.125	4.335	0.46	0.305	0.145	3
"ENSMUSG00000026739_Bmi1"	1.615	4.25	22.18	39.425	15.695	8.565	8.065	8.625	6
"ENSMUSG00000055723_Rras2"	27.09	22.26	39.88	16.595	11.765	6.2	3.745	2.02	4
"ENSMUSG00000028654_Mycl1"	6.03	5.94	39.97	26.56	16.775	4.21	3.18	3.105	5
"ENSMUSG00000039209_Rpl39l"	37.08	39.98	5.84	1.61	1.355	0.375	0.355	0.215	1
"ENSMUSG00000019929_Dcn"	0.065	0.13	2.87	38.675	22.005	26.175	15.685	26.095	7
"ENSMUSG00000031651_Triml1"	22.41	40.07	1.27	0.89	0.465	0.03	0.055	0.03	1
"ENSMUSG00000091354_CT030640.1"	0.99	0.41	3.13	8.03	20.215	31.715	36.79	39.685	10
"ENSMUSG00000029546_Uncx"	0.035	0.01	2.65	32.85	12.035	3.48	2.52	2.39	6
"ENSMUSG00000079733_Tmem181b-ps"	3.465	3.98	14.4	15.555	35.545	39.465	30.49	27.41	8
"ENSMUSG00000020926_Adam11"	0.985	1.52	3.06	7.15	13.04	16.27	22.21	39.91	10
"ENSMUSG00000028782_Bai2"	4.65	4.89	5.59	11.33	32.875	39.695	38.01	35.86	9
"ENSMUSG00000021569_Trip13"	39.06	33.64	21.7	6.895	4.485	0.59	0.465	0.19	2
"ENSMUSG00000032434_Cmtm6"	36.37	28.79	18.68	12.01	5.645	3.29	2.55	2.705	2
"ENSMUSG00000043857_Mgat5b"	4.79	6.15	9.72	18.26	34.945	40.405	33.48	33.905	8
"ENSMUSG00000070713_Gm7125"	6.36	10.13	40.45	17.265	9.01	1.85	1.795	1.775	5
"ENSMUSG00000047832_Cdca4"	39.46	32.65	38.43	26.85	7.99	2.765	2.275	2.095	3
"ENSMUSG00000042532_Golga7b"	0.085	0.04	2.07	6.145	32	40.17	35.215	35.225	9
"ENSMUSG00000025278_Flnb"	38.245	34.64	22.59	13.135	5.9	2.39	1.76	2.905	2
"ENSMUSG00000004035_Gstm7"	2.765	1.27	7.89	38.78	5.35	0.59	0.505	0.48	6
"ENSMUSG00000025358_Cdk2"	34.54	33.98	40.59	19.03	5.76	0.69	0.35	0.57	3
"ENSMUSG00000052446_Zfp961"	35.51	40.6	11.41	7.8	8.04	4.18	4.44	5.17	1
"ENSMUSG00000044550_Tceal3"	1.335	1.26	2.26	2.145	5.99	20.94	29.675	39.73	10
"ENSMUSG00000024851_Pitpnm1"	4.27	5.22	4.4	6.375	22.985	33.43	36.705	40.49	10
"ENSMUSG00000031104_Rab33a"	2.325	2.06	3.75	16.96	39.85	25.985	16.435	15.66	7
"ENSMUSG00000049288_Lix1l"	4.17	8.2	23.35	39.83	21.205	7.625	5.535	5.665	6
"ENSMUSG00000050394_Armcx6"	2.73	3.6	10.08	12.41	31.83	36.29	40.285	37.925	9
"ENSMUSG00000059474_Mbtd1"	31.715	38.74	36.93	38.785	14.62	6.495	4.685	4.385	4
"ENSMUSG00000090100_Ttbk2"	2.115	2.65	7.05	12.455	18.665	33.145	37	38.76	10
"ENSMUSG00000022687_Boc"	0.555	0.93	40.82	19.23	4.44	1.975	1.635	2.425	5
"ENSMUSG00000028766_Alpl"	39.22	40.47	8.95	1.365	4.505	0.36	0.23	0.18	1
"ENSMUSG00000058392_Rrp1b"	37.335	40.87	13.71	7.415	8.54	4.645	4.19	3.32	1
"ENSMUSG00000019796_Lrp11"	24.445	24.27	4.87	9.405	35.485	39.06	39.895	40.47	10
"ENSMUSG00000042155_Klhl23"	2.195	2.67	16.91	14.495	40.395	28.205	20.07	13.89	7
"ENSMUSG00000027698_Nceh1"	7.08	7.11	3.2	1.31	5.88	27.495	40.905	37.93	10
"ENSMUSG00000031983_2310022B05Rik"	12.33	12.97	27.53	39.665	14.625	3.745	2.47	2.505	5
"ENSMUSG00000051098_Mblac2"	0.285	0.3	1.34	2.12	23.22	39.86	35.575	29.16	9
"ENSMUSG00000034059_Ypel4"	0.115	0.56	2.85	7.895	9.305	6.695	11.555	39.945	10
"ENSMUSG00000042873_Lhfpl4"	0.76	1.72	9.7	33.91	41.035	37.35	35.78	38.38	8
"ENSMUSG00000032368_Zic1"	0.09	0.09	28.93	35.32	40.595	10.195	6.9	5.305	6
"ENSMUSG00000002012_Pnck"	1.57	2.14	2.7	2.48	21.55	25.205	26.69	39.835	10
"ENSMUSG00000025969_Nrp2"	4.775	3.26	24.78	39.47	28.875	32.22	27.94	16.25	7
"ENSMUSG00000027523_Gnas"	3.845	6.86	19.74	29.46	30.46	39.92	36.79	40.295	8
"ENSMUSG00000015745_Plekho1"	2.885	3.77	27.22	39.395	21.12	7.155	6.845	9.62	6
"ENSMUSG00000017499_Cdc6"	39.235	22.29	20.83	8.745	4.145	0.285	0.185	0.14	2
"ENSMUSG00000045114_Prrt2"	0.78	0.97	0.84	1.045	29.065	39.68	31.32	31.87	9
"ENSMUSG00000031343_Gabra3"	0.21	0.31	1.5	1.615	25.07	36.11	33.885	40.975	10
"ENSMUSG00000049100_Pcdh10"	0.08	0.08	3.81	6.555	30.03	41.345	36.82	28.005	9
"ENSMUSG00000026640_Plxna2"	0.445	1.22	10.6	38.18	24.815	21.385	17.075	13.98	7
"ENSMUSG00000035936_Aldh5a1"	3.33	3.67	10.32	5.005	13.63	40.6	39.14	28.32	10
"ENSMUSG00000020836_Coro6"	1.215	1.12	0.31	0.135	2.02	11.05	13.615	40.265	10
"ENSMUSG00000042743_Sgtb"	4.445	4.85	10.14	19.65	21.695	31.47	37.65	41.575	10
"ENSMUSG00000041406_BC055324"	40.29	31.83	19.54	8.335	3.415	0.685	0.6	0.525	2
"ENSMUSG00000033781_Asb13"	2.35	3.09	11.31	17.85	14.245	22.455	26.965	41.54	10
"ENSMUSG00000049969_Plekhf2"	38.53	35.94	11.56	5.945	2.83	0.685	0.685	0.565	1
"ENSMUSG00000039086_Ss18l1"	1.805	2.02	5.91	22.745	41.305	32.51	30.235	24.88	8
"ENSMUSG00000029033_Acap3"	3.845	4.38	10.53	32.965	41.765	28.23	24.695	25.64	7
"ENSMUSG00000068245_D14Ertd668e"	39.14	33.86	5.33	1.025	0.46	0.01	0.08	0.03	1
"ENSMUSG00000001082_Mfsd10"	31.145	42.06	21.48	15.4	9.555	5.245	4.365	5.12	2
"ENSMUSG00000022033_Pbk"	24.9	18.15	42.07	10.765	5.29	0.335	0.115	0.055	4
"ENSMUSG00000022912_Pros1"	5.535	5.9	42.07	13.095	5.375	3.72	2.195	3.555	5
"ENSMUSG00000007653_Gabrb2"	0.05	0.05	1.67	2.24	11.42	29.04	41.885	34.645	10
"ENSMUSG00000006369_Fbln1"	11.82	9.54	42.13	13.1	6.225	1.52	0.545	0.445	4
"ENSMUSG00000020173_Cobl"	21.125	42.16	2.43	2.49	9.8	12.095	12.415	12.81	1
"ENSMUSG00000037820_Tgm2"	3.335	3.25	42.17	7.015	1.485	1.215	0.31	0.36	4
"ENSMUSG00000028799_Zfp362"	1.88	5.48	31.58	40.37	27.13	17.905	14.55	12.095	6
"ENSMUSG00000020882_Cacnb1"	3.715	5.37	6.03	20.5	33.625	39.17	41.265	37.385	9
"ENSMUSG00000029108_Pcdh7"	0.03	0.93	4.09	8.53	28.27	38.615	42.09	34.845	9
"ENSMUSG00000030491_Tdrd12"	33.645	12.77	0.45	0.105	1.56	0.465	0.575	0.36	1
"ENSMUSG00000048355_6530401D17Rik"	8.635	7.36	7.22	5.02	41.14	41.535	30.365	18.69	8
"ENSMUSG00000022208_Jph4"	1.735	1.65	1.11	2.29	42.24	36.765	27.91	26.835	8
"ENSMUSG00000001802_Lrp3"	2.505	4.08	22.34	41.455	35.57	30.49	30.625	31.175	7
"ENSMUSG00000032850_Rnft2"	1.155	2.47	6.55	11.92	30.035	41.92	38.465	33.74	9
"ENSMUSG00000061451_Tmem151a"	1.195	1.81	0.23	0.5	18.865	41.045	40.77	37.975	10
"ENSMUSG00000033578_Tmem35"	0.44	0.22	6.67	18.9	41.22	41.625	36.54	37.195	8
"ENSMUSG00000024989_Cep55"	29.175	42.42	32.64	7.66	2.24	0.1	0.085	0.07	3
"ENSMUSG00000006586_Runx1t1"	0.115	0.81	5.22	40.355	27.005	10.73	6.135	5.325	6
"ENSMUSG00000026669_Mcm10"	41.305	40.45	14.54	4.27	2.675	0.1	0.12	0.16	2
"ENSMUSG00000031990_Jam3"	6.785	7.87	42.57	24.94	7.78	3.325	2.945	4.035	5
"ENSMUSG00000002808_Epdr1"	5.91	10.52	9.12	4.305	7.485	12.995	21.43	40.7	10
"ENSMUSG00000031562_Dctd"	28.43	42.62	12.21	3.125	3.19	0.99	0.845	0.86	2
"ENSMUSG00000062184_Hs6st2"	1.98	0.99	10.38	9.76	39.185	42.555	41.47	37.29	9
"ENSMUSG00000019303_Psmc3ip"	39.97	30.62	23.93	12.08	6.935	3.7	3	2.12	2
"ENSMUSG00000027457_Snph"	0.295	0.55	0.69	1.25	12.305	25.035	30.15	42.34	10
"ENSMUSG00000032327_Stra6"	0.615	0.75	42.67	4.52	2.145	0.475	0.1	0.035	5
"ENSMUSG00000033900_Mtap9"	4.1	3.9	3.89	6.67	42.185	26.695	25.5	20.785	8
"ENSMUSG00000046378_Asphd1"	1.325	0.83	1.08	3.57	18.78	36.67	39.635	35.51	10
"ENSMUSG00000051730_Mettl5"	40.54	29.67	14.41	5.2	8.05	6.135	8.39	10.37	1
"ENSMUSG00000045312_Lhfpl2"	1.175	3.49	42.77	27.695	4.89	4.91	4.61	3.685	5
"ENSMUSG00000016346_Kcnq2"	0.225	0.16	1.89	11.26	30.55	38.605	36.99	42.035	9
"ENSMUSG00000048483_Zdhhc22"	0.085	0.02	0.05	0.26	3	13.21	19.94	41.81	10
"ENSMUSG00000034799_Unc13a"	1.22	1.93	3.11	10.025	35.68	42.065	35.37	34.73	9
"ENSMUSG00000005470_Asf1b"	38.68	29.92	28.56	12.935	5.14	1.675	1.195	0.5	3
"ENSMUSG00000054196_Cthrc1"	33.66	43.08	18.24	18.025	0.53	0.255	0.205	0.155	2
"ENSMUSG00000004383_Large"	2.905	7.83	21.67	25.495	30.665	39.165	41.885	37.85	8
"ENSMUSG00000031245_Hmgn5"	20.275	13.74	43.11	17.48	11.495	3.11	2.74	2.635	4
"ENSMUSG00000026811_St6galnac6"	9.605	11.04	3.17	2.345	8.83	21.21	27.75	42.795	10
"ENSMUSG00000015839_Nfe2l2"	41.875	41.5	19.27	10.1	5.165	3.37	2.515	3.74	2
"ENSMUSG00000002341_Ncan"	1.54	1.5	9.71	42.155	24.545	16.26	11.43	8.205	6
"ENSMUSG00000007594_Hapln4"	5.525	2.98	1.32	1.46	0.88	9.765	26.49	42.325	10
"ENSMUSG00000038379_Ttk"	40.79	39.79	24.52	6.765	3.67	0.365	0.33	0.235	2
"ENSMUSG00000006219_Fblim1"	43.2	43.13	34.98	24.64	21.86	2.395	1.02	1.11	3
"ENSMUSG00000035834_Polr3g"	38.99	25.53	7.78	2.52	3.54	2.35	2.16	1.64	1
"ENSMUSG00000035299_Mid1"	15.485	43.35	31.37	14.16	11.92	3.07	2.405	3.315	3
"ENSMUSG00000037171_Nodal"	38.54	23.28	0.6	0.635	1.61	0.19	0.13	0.075	1
"ENSMUSG00000034520_Gjc1"	28.875	38.59	43.37	41.335	12.605	4.92	3.995	4.29	4
"ENSMUSG00000031431_Tsc22d3"	2.56	4.72	14.2	21.615	9.195	22.74	36.51	42.655	10
"ENSMUSG00000026600_Soat1"	14.435	17.73	43.45	12.43	4.13	2.305	2.32	3.21	4
